word,reading,meaning,partOfSpeech
"換える・替える","代える","（代）代替，代用；（換）交换；（替）更换","他動2"
"大気","大気","大气","名"
"大工","大工","木匠，木工","名"
"大小","大小","大与小","名"
"大臣","大臣","大臣","名"
"大勢","大勢","许多人，大批人","名"
"大陸","大陸","大陆","名"
"第一","第一","第一，首先；最优秀；最重要","名・副"
"谷","谷","谷，山谷","名"
"短期","短期","短期","名"
"暖まる","暖まる","暖和","自動1"
"段階","段階","阶段；等级","名"
"知識","知識","知识","名"
"知人","知人","熟人，朋友","名"
"地域","地域","地域，地区","名"
"地名","地名","地名","名"
"中身","中身","容纳的东西，内容","名"
"中年","中年","（40至50岁）中年","名"
"注目","注目","注目，注视","名・自他動3"
"著者","著者","作者","名"
"眺める","眺める","眺望；盯着看","他動2"
"調節","調節","调节，调整","名・他動3"
"長期","長期","长期","名"
"長方形","長方形","长方形","名"
"頂点","頂点","顶点；极限","名"
"追う","追う","追赶；追求","他動1"
"通行","通行","通行","名・自動3"
"通信","通信","通信；通讯","名・自他動3"
"通知","通知","通知，告知","名・他動3"
"停電","停電","停电","名・自動3"
"定員","定員","定员，规定的人数","名"
"提案","提案","提案，提议","名・他動3"
"程度","程度","程度；水平；限度；（数量）……左右","名"
"諦める","諦める","放弃，死心","他動2"
"敵","敵","敌人；对手","名"
"鉄道","鉄道","铁路，铁道","名"
"天然","天然","天然，自然","ナ形・名"
"転がる","転がる","滚；倒下","自動1"
"伝統","伝統","传统","名"
"電子","電子","电子","名"
"電卓","電卓","电子计算器","名"
"電流","電流","电流","名"
"登山","登山","爬山","名・自動3"
"登場","登場","登场；出现","名・自動3"
"都心","都心","市中心；东京市中心","名"
"怒鳴る","怒鳴る","大声喊叫；大声训斥","自他動1"
"盗難","盗難","失窃，被盗","名"
"当日","当日","当日，当天","名"
"統計","統計","统计","名・他動3"
"踏み切り","踏み切り","（公路、铁路的）交叉口，道口","名"
"動作","動作","动作","名・自動3"
"得","得","收益；有利","名・ナ形"
"特色","特色","特色，特长","名"
"特徴","特徴","特征，特色","名"
"毒","毒","毒药；祸害","名"
"独特","独特","独特，特有","名・ナ形"
"突く","突く","刺；（用力）撞，敲","他動1"
"日常","日常","日常，平时","名"
"入場","入場","入场","名・自動3"
"入力","入力","输入","名・他動3"
"年中","年中","全年；经常；始终","名・副"
"悩む","悩む","烦恼，苦恼；（因疾病）感到痛苦","自動1"
"納得","納得","理解，同意","名・他動3"
"能率","能率","效率","名"
"農家","農家","农家，农户","名"
"農作物","農作物","农作物","名"
"農村","農村","农村","名"
"農民","農民","农民","名"
"派手","派手","华丽，花哨；阔绰，浮夸","名・ナ形"
"破る","破る","弄破；损坏；违规；破（纪录）","他動1"
"破れる","破れる","撕破；打破；决裂","自動2"
"俳優","俳優","演员（有时特指男演员）","名"
"しょう","背負う","背；担负","他動1"
"梅","梅","梅树；梅子","名"
"売れ行き","売れ行き","销路，销售情况","名"
"剥く","剝[む]く","剥","他動1"
"拍手","拍手","拍手，鼓掌","名・自動3"
"肌","肌","皮肤；表皮","名"
"畑","畑","田地；专业的领域","名"
"発つ","発つ","离开，出发","自動1"
"発達","発達","发育；发达，进步","名・自動3"
"抜く","抜く","拔出；放掉，排除；省略；超过","他動1"
"判断","判断","判断","名・他動3"
"反抗","反抗","反抗，对抗","名・自動3"
"反面","反面","反面；另一面","名"
"犯罪","犯罪","犯罪","名"
"範囲","範囲","范围，界限","名"
"比較","比較","比较","名・他動3"
"皮膚","皮膚","皮肤","名"
"費用","費用","费用","名"
"飛び込む","飛び込む","跳入；突然闯入；参加，投入","自動1"
"美容","美容","美容","名"
"膝","膝","膝盖","名"
"肘","肘","肘，肘关节","名"
"必ずしも","必ずしも","（后接否定）未必","副"
"必死","必死","必死；拼命","名・ナ形"
"筆者","筆者","笔者，作者","名"
"表示","表示","表示，显示；表明","名・他動3"
"表情","表情","表情，神情","名"
"表面","表面","表面；外表","名"
"品[ひん]","品[ひん]","物品；品质；品格","名"
"不幸","不幸","不幸","名・ナ形"
"不注意","不注意","不小心，疏忽","名・ナ形"
"付近","付近","附近","名"
"普及","普及","普及","名・自他動3"
"浮かぶ","浮かぶ","漂，浮；浮起；想起","自動1"
"浮かべる","浮かべる","使……浮起；使……出现；想起","他動2"
"舞台","舞台","舞台","名"
"部品","部品","零件，部件","名"
"部分","部分","部分，一部分","名"
"幅","幅","宽度；幅度","名"
"覆う","覆う","蒙上；掩饰；笼罩","他動1"
"物事","物事","事物，事情","名"
"粉","粉","粉，粉末","名"
"文句","文句","话语；牢骚","名"
"平ら","平ら","平，平坦","ナ形・名"
"平気","平気","冷静；不介意，不在乎","名・ナ形"
"平等","平等","平等，同等","名・ナ形"
"平日","平日","平常日；非节假日","名"
"別れ","別れ","分离；告别","名"
"便り","便り","消息；信","名"
"捕る","捕る","抓，捕（动物等）","他動1"
"募集","募集","募集，招募","名・他動3"
"包み","包み","包裹，包装","名"
"崩す","崩す","拆，粉碎，使崩溃，使分崩离析；打乱；换零钱","他動1"
"放す","放す","放开；置之不理","他動1"
"放る","放る","抛；丢开","他動1"
"縫う","縫う","缝；缝合","他動1"
"訪問","訪問","访问，拜访","名・他動3"
"飽きる","飽きる","厌烦，厌倦","自動2"
"坊ちゃん","坊ちゃん","令郎；小朋友；少爷作风的人","名"
"望む","望む","眺望；希望","他動1"
"貿易","貿易","贸易","名・自動3"
"防ぐ","防ぐ","防御；预防","他動1"
"防止","防止","防止","名・他動3"
"本の","ほんの","少许，一点点","連体"
"本人","本人","本人","名"
"末","末","末尾；前途；最小的","名"
"満点","満点","满分；绝佳","名"
"未来","未来","未来，将来","名"
"魅力","魅力","吸引力，魅力","名"
"霧","霧","雾；喷雾","名"
"名刺","名刺","名片","名"
"名所","名所","名胜古迹","名"
"名人","名人","名家，专家；（围棋、将棋的）名人，国手","名"
"名物","名物","名产；有名的东西","名"
"明らか","明らか","明显，清楚","ナ形"
"問い","問い","提问；问题","名"
"夜明け","夜明け","天明，黎明","名"
"役","役","职务；角色","名"
"役割","役割","任务，作用","名"
"約","約","约定；简要；大约","名・副"
"訳す","訳す","翻译","他動1"
"愉快","愉快","愉快","名・ナ形"
"輸入","輸入","进口","名・他動3"
"優秀","優秀","优秀，优异","ナ形"
"優勝","優勝","冠军；获得优胜","名・自動3"
"有効","有効","有效","名・ナ形"
"有り難い","有り難い","难得的；值得感谢的","イ形"
"予算","予算","预算","名"
"予測","予測","预料，预测","名・他動3"
"予報","予報","预报，天气预报","名・他動3"
"余裕","余裕","从容；富余","名"
"溶く","溶く","溶解，化开","他動1"
"要求","要求","要求；需要","名・他動3"
"裸","裸","裸体；裸露","名"
"来店","来店","来店","名・自動3"
"頼る","頼る","依靠，依赖","自他動1"
"利益","利益","盈利；利益，好处","名"
"理科","理科","理科；物理系","名"
"理想","理想","理想","名"
"離す","離す","使离开；隔开","他動1"
"立場","立場","立脚地；处境；立场","名"
"流れ","流れ","流，流水；流程；潮流","名"
"留まる","留まる","落在；固定；注意，铭记","自動1"
"留守番","留守番","看家，看家人","名・自動3"
"量","量","分量，数量","名"
"例外","例外","例外","名"
"礼儀","礼儀","礼貌，礼节","名"
"列島","列島","列岛，群岛","名"
"和食","和食","日式饭菜","名"
"話し合う","話し合う","谈话；商量","他動1"
"話題","話題","话题，谈话材料","名"
"嗅ぐ","嗅ぐ","闻","他動1"
"洒落[しゃれ]","洒落[しゃれ]","爱漂亮；俏皮话","名"
"鰻","うなぎ","鳗鱼","名"
"オーダー","オーダー","顺序；订货","他動3・名"
"ガード","ガード","防卫；警卫","名"
"掻く","搔[か]く","搔；扒；出（汗）","他動1"
"がたがた","がたがた","（硬物相互接触的）咔嗒咔嗒①；(因为害怕或寒冷）哆哆嗦嗦地⓪","副・自動3"
"茸","きのこ","蘑菇","名"
"ぐらぐら","ぐらぐら","（牙齿、房屋、决心等）摇晃状⓪；（水等烧沸时）咕嘟咕嘟声①","副・自動3"
"コットン","コットン","棉","名"
"サークル","サークル","圆；小组，社团","名"
"生姜","しょうが","生姜","名"
"しょうがない","仕様がない","毫无办法","連語"
"シンプル","シンプル","简单，朴素","ナ形"
"それでも","それでも","即使那样","接"
"ため息","ため息","叹气，长吁短叹","名"
"楕[だ]円","楕[だ]円","椭圆","名"
"で","で","（催促对方往下说）那么","接"
"パワー","パワー","力量；权力","名"
"ハワイ","ハワイ","夏威夷","名"
"バンド","バンド","带子；腰带；乐队","名"
"ふっくら","ふっくら","松软而丰满","副・自動3"
"ブラウス","ブラウス","女式罩衫，衬衫","名"
"べたべた","べたべた","黏糊糊；厚厚地涂；粘满；纠缠","副①・自動3①・ナ形⓪"
"ぽかぽか","ぽかぽか","（气温）暖和；（物体的温度）热乎乎；反复敲打的样子","副・自動3"
"まあ","まあ","（表示吃惊、感叹）哎哟，哎呀；还可以；（安慰或鼓励对方）好了好了","感・副"
"撒[ま]く","撒[ま]く","撒，洒；散发","他動1"
"ミステリー","ミステリー","神秘；推理小说","名"
"もくもく","もくもく","（浓烟、浓雾等）滚滚状","副"
"揉む","もむ","揉；按摩；挤；讨论；担心","他動1"
"ライフ","ライフ","生命；生活；人生","名"
"レシピ","レシピ","烹调法，菜谱","名"
"レポーター","レポーター","报告人；采访记者","名"
"愛用","愛用","喜欢用","名・他動3"
"悪口","悪口","坏话","名"
"異常","異常","怪异","名・ナ形"
"一応","一応","（大致做了）一下；姑且","副"
"一時","一時","某时；一时；当时，暂时","名"
"一方通行","一方通行","单向通行；只传达单方面的意见","名"
"因る・拠る","よる","由于；根据；取决于","自動1"
"飲料","飲料","饮料","名"
"運転休止・運航休止","運休","（公共交通）停驶","名・自動3"
"運行","運行","运行；行驶","名・自他動3"
"映す","映す","映；放映","他動1"
"英文","英文","（书面语）英文；英国文学","名"
"衛星","衛星","卫星","名"
"円形","円形","圆形","名"
"延びる","延びる","（距离、长度）延长；（时间）推迟","自動2"
"下校","下校","放学","名・自動3"
"可","可","可，可以；及格","名"
"可能性","可能性","可能性","名"
"歌声","歌声","歌声","名"
"花婿","花婿","新郎","名"
"画質","画質","画质","名"
"解決","解決","解决","名・自他動3"
"回す","回す","转动；依次传递","他動1"
"回り","回り","旋转；走访","名"
"改正","改正","修改","名・他動3"
"学級","学級","学级，班级","名"
"割り算","割り算","除法","名"
"株","株","树桩，株；股份，股票","名"
"幹事","幹事","干事，负责人","名"
"換気","換気","通风","名・自他動3"
"缶詰","缶詰","罐头","名"
"顔色","顔色","脸色；心情","名"
"器用","器用","灵巧；巧妙","ナ形"
"規模","規模","规模；范围","名"
"貴重品","貴重品","贵重物品","名"
"起床","起床","起床","名・自動3"
"菊","菊","菊花","名"
"客間","客間","客厅","名"
"丘","丘","山岗，小山","名"
"興味深い","興味深い","很有兴趣的，颇有意思的","イ形"
"驚かす","驚かす","使吃惊；轰动","他動1"
"玉","玉","玉石；球形物体；宝贝","名"
"近々","近々","不久，过几天","副"
"区切る","区切る","隔开；（文章）分段","他動1"
"空席","空席","空座；空缺的职位","名"
"偶数","偶数","偶数","名"
"隅","隅","角落","名"
"軍隊","軍隊","军队","名"
"形容動詞","形容動詞","形容动词","名"
"掲示板","掲示板","布告栏","名"
"月日","月日","日月；日子","名"
"建設","建設","建设","名・他動3"
"原材料","原材料","原材料","名"
"個室","個室","单间","名"
"呼び方","呼び方","叫法，称呼","名"
"公平","公平","公平","名・ナ形"
"向かい合う","向かい合う","相对，面对面","自動1"
"向かい側","向かい側","对面一侧，对过","名"
"好み","好み","爱好；希望","名"
"孝行","孝行","孝顺，尽孝","名・ナ形・自動3"
"広告","広告","广告，宣传","名・他動3"
"慌ただしい","慌ただしい","慌张的，匆忙的","イ形"
"考え直す","考え直す","重新考虑","他動1"
"航空機","航空機","飞机","名"
"降ろす","降ろす","降下；让下车","他動1"
"豪華","豪華","豪华","ナ形・名"
"今頃","今頃","现在，这个时候；现在才","名・副"
"恨み","恨み","怨恨；遗憾","名"
"恨む","恨む","恨，抱怨；遗憾，悔恨","他動1"
"再婚","再婚","再婚","名・自動3"
"最も","最も","最，第一","副"
"最小限","最小限","最低限度","名"
"最多","最多","最多","名"
"最中","最中","最盛时期，正在进行","名"
"最低限","最低限","最低限度","名"
"在住","在住","居住","名・自動3"
"在日","在日","在日本","名・自動3"
"材質","材質","木材的性质；材料的性质","名"
"作り出す","作り出す","开始做；制造出；创造","他動1"
"作り上げる","作り上げる","做完；虚构","他動2"
"作り直す","作り直す","重新做","他動1"
"さんかっけい","三角形","三角形","名"
"残らず","残らず","全部，一个不剩","副"
"使い捨て","使い捨て","一次性的","名"
"刺さる","刺さる","刺，扎进","自動1"
"市外","市外","市外，郊区","名"
"指名","指名","指名，指定","名・他動3"
"支出","支出","支出，开支","名・他動3"
"詩人","詩人","诗人；（像诗一样地）感受力强的人","名"
"試し","試し","试；尝试；试验","名"
"試食","試食","试吃","名・他動3"
"試着","試着","试穿","名・他動3"
"寺院","寺院","寺庙","名"
"持ち運ぶ","持ち運ぶ","搬运（东西）","他動1"
"持ち帰り","持ち帰り","带回去；外卖","名"
"持ち主","持ち主","持有者，物主","名"
"治療","治療","治疗，医疗","名・他動3"
"自然科学","自然科学","自然科学","名"
"辞表","辞表","辞职书","名"
"湿度","湿度","湿度","名"
"実家","実家","老家，父母家","名"
"社会科学","社会科学","社会科学","名"
"車庫","車庫","车库","名"
"車両","車両","车辆；（火车等的）车厢","名"
"若者","若者","年轻人","名"
"手作り","手作り","自己做，自制（的东西）","名"
"手渡す","手渡す","亲手交给","他動1"
"酒臭い","酒臭い","酒气重的","イ形"
"寿命","寿命","寿命","名"
"仕舞い・終い","しまい","结束","名"
"重視","重視","重视","名・他動3"
"出し合う","出し合う","互相拿出，大家出（钱、物等）","他動1"
"出国","出国","出国，出境","名・自動3"
"出前","出前","送外卖","他動3・名"
"出入り","出入り","进出；常客；收支","名・自動3"
"順に","順に","按顺次，依次","副"
"書面","書面","书信；书面文件","名"
"勝負","勝負","胜负；比赛","名・自動3"
"商社","商社","商社，贸易公司","名"
"商品券","商品券","商品券，礼券","名"
"小数","小数","小数","名"
"消火","消火","灭火","名・自他動3"
"笑い","笑い","笑；嘲笑","名"
"衝突","衝突","撞上；冲突","名・自動3"
"上等","上等","上等，高级","名・ナ形"
"上半身","上半身","上半身","名"
"上品","上品","典雅，雅致","名・ナ形"
"乗り降り","乗り降り","上下车","名・自動3"
"蒸す","蒸す","蒸；闷热","自他動1"
"慎重","慎重","慎重，谨慎","名・ナ形"
"新作","新作","新作品","他動3・名"
"新入","新入","新加入","名"
"真っ暗","真っ暗","漆黑；暗淡","名・ナ形"
"診断","診断","诊断；检查，分析","名・他動3"
"人手","人手","人手；帮手；别人","名"
"人前","人前","人前，众人的面前；外表","名"
"水温","水温","水温","名"
"水着","水着","游衣，泳装","名"
"炊飯器","炊飯器","炊饭锅，电饭煲","名"
"酔う","酔う","醉；晕（车、船等）","自動1"
"制限","制限","限制，节制","名・他動3"
"制作","制作","制作，创作（艺术作品）","名・他動3"
"整数","整数","整数","名"
"星空","星空","星空","名"
"清い","清い","清澈；纯洁","イ形"
"生長","生長","（草木的）生长；发育","名・自動3"
"盛ん","盛ん","繁荣；热烈","ナ形"
"青少年","青少年","（12～25岁左右的）青少年","名"
"石炭","石炭","煤，煤炭","名"
"切れる","切れる","断开；用尽；能切；到期；头脑敏锐","自動2"
"接待","接待","接待，招待","名・他動3"
"染み","染み","染色；色斑；污点","名"
"全力","全力","全部力量","名"
"粗い","粗い","粗的，大的；粗糙的；粗枝大叶的","イ形"
"粗末","粗末","粗糙；糟蹋","名・ナ形"
"組み合わせ","組み合わせ","组合；配套；编组","名"
"早め","早め","提前，早些","名・ナ形"
"走り回る","走り回る","到处跑；（忙得）四处奔走","自動1"
"憎い","憎い","可恨的，可憎的；令人钦佩的","イ形"
"測る","測る","（长度、高度、面积等）测量","他動1"
"多量","多量","大量","名・ナ形"
"体型","体型","体型","名"
"体積","体積","体积","名"
"体内","体内","体内","名"
"待合室","待合室","（车站或医院等的）等候室","名"
"退屈","退屈","无聊；厌倦","名・ナ形・自動3"
"隊員","隊員","队员","名"
"代名詞","代名詞","代词","名"
"大いに","大いに","非常；大量地","副"
"大家","大家","房东","名"
"大使","大使","大使","名"
"大戦","大戦","大战","名"
"大量","大量","大量，多量","名"
"奪う","奪う","抢夺；剥夺；强烈地吸引","他動1"
"単に","単に","（不）仅，（不）只","副"
"短期間","短期間","短期","名"
"団子","団子","米粉团；丸子","名"
"団体","団体","集团，团体","名"
"団地","団地","住宅区，小区","名"
"断定","断定","断定，判断","名・他動3"
"段落","段落","段落","名"
"知れる","知れる","被知道；明白，发觉","自動2"
"注意深い","注意深い","小心翼翼的，小心谨慎的","イ形"
"長距離","長距離","长途，长距离","名"
"長年","長年","多年","名"
"頂上","頂上","山顶；顶点","名"
"賃貸","賃貸","租赁，出租","名・他動3"
"通り掛かる","通りかかる","恰巧路过","自動1"
"通り抜ける","通り抜ける","穿过","自動2"
"通販","通信販売","邮购，函售","名"
"適度","適度","适度，适量","名・ナ形"
"典型","典型","典型；模范，榜样","名"
"転ぶ","転ぶ","跌倒；滚转","自動1"
"転職","転職","改行，换工作","名・自動3"
"転送","転送","转送，转寄","名・他動3"
"伝染","伝染","传染","名・自動3"
"電圧","電圧","电压","名"
"電機","電機","电机","名"
"電球","電球","电灯泡","名"
"登り","登り","攀登，登上","名"
"都内","都内","东京都内；东京都23区内","名"
"度[たび]","度[たび]","次，回；每当","名"
"豆","豆","豆；小型的","名・接頭"
"透明","透明","透明","名・ナ形"
"同格","同格","等级相等，资格相同","名"
"同行","同行","同行，一起走","名・自動3"
"銅","銅","铜","名"
"特長","特長","特长","名"
"読み物","読み物","读物；（有内容的）可以一读的文章","名"
"謎","謎","谜；暗示；谜语","名"
"謎々","謎々","谜语，猜谜","名"
"二度と","二度と","再（也不）……","副"
"日にち","日にち","天数；日期","名"
"日課","日課","每天规定要做的事","名"
"日差し","日差し","阳光","名"
"入国","入国","入国，入境","名・自動3"
"年々","年々","每年，逐年","副"
"年間","年間","年代；一年","名"
"破く","破く","（纸或布等）弄破，撕开","他動1"
"馬鹿馬鹿しい","馬鹿馬鹿しい","无聊的；荒谬的","イ形"
"配送","配送","配送，分发","名・他動3"
"売り物","売り物","商品；幌子，招牌","名"
"公用文では「売上げ」。慣用の固定した「売上（金・高・残高）」などは送りがなを付けない","売り上げ","销售额，营业额","名"
"白黒","白黒","黑白；是非曲直","名"
"縛る","縛る","捆；束缚","他動1"
"罰金","罰金","罚款","名"
"半々","半々","各半，一半对一半","名"
"半額","半額","半价，半数","名"
"動詞「召す」の連用形から","飯","米饭；吃饭","名"
"被害者","被害者","受灾者；被害人","名"
"避ける・除ける","よける","避开，躲避；防备","自他動2"
"非常","非常","紧急；非常","名・ナ形"
"飛び上がる","飛び上がる","跳起；飞向天空","自動1"
"百貨店","百貨店","百货商店","名"
"不安定","不安定","不稳定","名・ナ形"
"不公平","不公平","不公平","名・ナ形"
"不愉快","不愉快","不愉快，不痛快","名・ナ形"
"婦人","婦人","妇女，女士","名"
"敷金","敷金","租房时的押金","名"
"風呂屋","風呂屋","公共浴池，澡堂","名"
"副作用","副作用","副作用","名"
"副詞","副詞","副词","名"
"服装","服装","服装，穿着","名"
"物音","物音","响动，声音","名"
"物語","物語","故事；传说","名"
"物理","物理","物理","名"
"分別","分別","分类，区别","名・他動3"
"聞き手","聞き手","听者，听众","名"
"聞き返す","聞き返す","反问；再问","他動1"
"別に","別に","并（不）","副"
"別荘","別荘","别墅（日常生活的房子之外，为了避暑、避寒、休养等目的，在气候和风景优美的地方建造的房子）","名"
"変換","変換","改变，变换","名・自他動3"
"片方","片方","两个中的一个","名"
"保証","保証","保证，担保","名・他動3"
"歩き回る","歩き回る","到处走动；徘徊","自動1"
"歩行者","歩行者","步行者，行人","名"
"包装","包装","包装","名・他動3"
"方々","方々","各位，诸位","名"
"本社","本社","总公司","名"
"本日","本日","本日，今天","名"
"毎度","毎度","每次，每回","名・副"
"万歳","万歳","万岁；可喜可贺；束手无策","感・名・自動3"
"満開","満開","盛开，全开","名・自動3"
"未成年","未成年","未成年","名"
"民間","民間","民间；私营","名"
"眠気","眠気","睡意，困倦","名"
"夢見る","夢見る","做梦；幻想","自他動2"
"無関心","無関心","不关心；不感兴趣","名・ナ形"
"綿","綿","棉，棉布","名"
"めんどくさい","面倒臭い","非常麻烦的","イ形"
"うどん・そば・そうめん・スパゲッティなど","麺類","面条类","名"
"木の葉","木の葉","树叶","名"
"木材","木材","木材","名"
"木造","木造","木造，木结构","名"
"目下","目下","下级；晚辈","名"
"目上","目上","上司；长辈","名"
"餅","餅","年糕","名"
"役員","役員","（团体等的）负责人；（公司的）董事","名"
"役目","役目","任务；职责","名"
"輸出入","輸出入","进出口","名"
"友好","友好","友好","名"
"夕立","夕立","（夏天傍晚的）骤雨","名"
"予備校","予備校","补习学校","名"
"洋式","洋式","西式","名"
"洋室","洋室","西式房间","名"
"洋食","洋食","西餐","名"
"溶ける","溶ける","溶化；融化；熔化","自動2"
"欲張り","欲張り","贪婪","名・ナ形"
"翌日","翌日","次日，第二天","名"
"翌年","翌年","下一年","名"
"頼りない","頼りない","靠不住的；心里没底的","イ形"
"利く","利く","好使，能做到","自動1"
"履物","履物","鞋类的总称","名"
"離婚","離婚","离婚","名・自動3"
"両者","両者","两者，双方","名"
"両足","両足","双腿，双脚","名"
"量る","量る","（重量、容积等）称量","他動1"
"力強い","力強い","强有力；心里踏实，有仗恃","イ形"
"緑茶","緑茶","绿茶","名"
"冷凍","冷凍","冷冻，速冻","名・他動3"
"零点","零点","零分；不够格","名"
"労働者","労働者","工人，劳动者","名"
"和室","和室","日式房间","名"
"話し言葉","話し言葉","口语","名"
"話し手","話し手","说话者","名"
"働き","働き","工作；功绩；功能","名"
"切れ","切れ","锋利程度；切片；机敏；……用完","名・接尾"
"どっと","どっと","一齐发出声音状；突然蜂拥而至；突然倒下","副"
"何分","なにぶん","请；毕竟，到底；多少、若干","副・名"
"苦情","苦情","牢骚，抱怨","名"
"出場","出場","出场，参加","名・自動3"
"攻める","攻める","攻击，进攻","他動2"
"見当","見当","估计，预想，推测","名"
"車輪","車輪","车轮","名"
"自治","自治","自治","名"
"梯子[はしご]","梯子[はしご]","梯子","名"
"羽根","羽","羽毛；翅膀；机翼；扇叶","名"
"稀・希","まれ","稀罕，稀奇","ナ形"
"勝敗","勝敗","胜与败，输与赢","名"
"瞳","瞳","瞳孔，眼睛","名"
"臍","へそ","肚脐；（物体中央类似肚脐的）小坑","名"
"先頭","先頭","前头，最先","名"
"要領","要領","窍门，要领","名"
"不平","不平","不满，牢骚","名・ナ形"
"「神鳴り」の意から","雷","雷，雷电；大发雷霆","名"
"灯台","灯台","灯塔；灯台，烛台","名"
"唯一","唯一","唯一","名"
"為[な]す","為[な]す","做，为","他動1"
"憎む","憎む","憎恶，讨厌","他動1"
"越す","越す","越过；翻过；超过","自動1"
"至る","至る","抵达；到，至","自動1"
"勢い","勢い","气势，势头","名"
"高価","高価","高价，大价钱的","名・ナ形"
"内線","内線","内线，内线电话","名"
"縮小","縮小","缩小，缩减","名・自他動3"
"不規則","不規則","无规律的，不整齐的","名・ナ形"
"激増","激増","激增，猛增","名・自動3"
"増大","増大","增大，增强","名・自他動3"
"加速","加速","加速","名・自他動3"
"引退","引退","隐退，退役","名・自動3"
"右折","右折","右拐，右转弯","名・自動3"
"貸し出し","貸し出し","贷出，出借；贷款","名"
"強化","強化","强化，加强","名・他動3"
"攻撃","攻撃","攻击；抨击，责难","名・他動3"
"劣る","劣る","不及，比不上","自動1"
"下降","下降","下降，往下落","名・自動3"
"下品","下品","品质低劣，庸俗，猥琐","ナ形"
"水平","水平","水平；平衡","名・ナ形"
"東洋","東洋","东洋，东方","名"
"複数","複数","复数，有两个以上","名"
"夜間","夜間","夜间，夜晚","名"
"乱暴","乱暴","粗暴；蛮横，胡乱","ナ形・名・自動3"
"麓","麓","山麓，山脚下的部分","名"
"直後","直後","不久；紧接在……后面","名"
"可決","可決","赞成，通过","名・他動3"
"肯定","肯定","承认，肯定","名・他動3"
"公式","公式","正式，官方；公式","ナ形・名"
"平凡","平凡","平凡，普通","名・ナ形"
"方言","方言","方言，土话","名"
"公正","公正","公正","名・ナ形"
"特定","特定","特定；作出断定","名・他動3"
"有利","有利","有利；形势好的","名・ナ形"
"交差","交差","交叉","名・自動3"
"南極","南極","南极，南极洲","名"
"日光","日光","日光，太阳光","名"
"無限","無限","无限","名・ナ形"
"不利","不利","不利，不妙","名・ナ形"
"主役","主役","主角；主要人物","名"
"所々","所々","到处，处处","名・副"
"独りでに","ひとりでに","自然地，自动地","副"
"曲線","曲線","曲线","名"
"図表","図表","图表；曲线图，坐标图","名"
"署名","署名","署名，签名","名・自動3"
"標本","標本","标本；样本","名"
"体系","体系","体系，系统","名"
"速力","速力","速率，速度","名"
"なにもかも","なにもかも","什么都，全部","連語"
"それなのに","それなのに","尽管那样……还是……","接"
"しみじみ","しみじみ","深切，痛切","副"
"免税","免税","免税","名・自他動3"
"訓練","訓練","训练，培训","名・他動3"
"どことなく","どことなく","不由得，总觉得","副"
"平和","平和","和睦；和平","名・ナ形"
"頻りに","しきりに","屡次，频繁地","副"
"感覚","感覚","感觉；感受","名"
"過程","過程","过程","名"
"求婚","求婚","求婚","名・自動3"
"要点","要点","要点，重要之处","名"
"手品","手品","戏法，魔术；鬼把戏","名"
"「献」はすすめる、の意","献立","菜单，餐谱","名"
"道徳","道徳","道德","名"
"好運","幸運","幸运","名・ナ形"
"判子","判子","印章，图章","名"
"スムーズ","スムーズ","流畅，圆滑；顺利","ナ形"
"各々・各","おのおの","各自，各个","名・副"
"クレーム","クレーム","索赔；申诉，要求","名"
"弱点","弱点","弱点，缺点","名"
"泉","泉","泉水；源泉","名"
"一層","一層","一层，一楼；更加","名・副"
"再び","再び","再次，又","副"
"人込み","人混み","拥挤的人群","名"
"じめじめ","じめじめ","潮湿；阴郁","副・自動3"
"果実","果実","果实；收益","名"
"詫[わ]びる","詫[わ]びる","道歉，谢罪","他動2"
"強み","強み","长处，强项","名"
"功績","功績","功绩，功业","名"
"出し入れ","出し入れ","存取，存入取出","名・他動3"
"初旬","初旬","上旬","名"
"厚かましい","厚かましい","厚颜无耻的","イ形"
"洗面","洗面","洗脸","名・自動3"
"先祖","先祖","祖先，祖宗","名"
"継続","継続","继续，接续","名・自他動3"
"利害","利害","利害，得失","名"
"粗筋","粗筋","概要，大纲","名"
"大木","大木","大树，巨树","名"
"日中","日中","白天；日本和中国","名"
"妨げる","妨げる","妨碍","他動2"
"強引","強引","强迫，强行","ナ形"
"傑作","傑作","杰作，名作","ナ形・名"
"安価","安価","廉价；肤浅，没有价值","ナ形・名"
"一人前","一人前","一人份；够格，独当一面","名"
"チップ","チップ","小费","名"
"受け取り","受け取り","收，领；收据","名"
"一種","一種","一种；某种","名・副"
"草臥れる","くたびれる","疲劳；穿旧，用旧","自動2"
"同様","同様","同样，一个样","名・ナ形"
"取り込む","取り込む","拿进来；采用，采纳","自他動1"
"演技","演技","表演；演戏，装腔作势","名・自動3"
"くっつく","くっつく","吸附，黏上；紧挨着，紧跟着","自動1"
"くっつける","くっつける","紧贴；使紧挨；拉拢","他動2"
"そう言えば","そう言えば","那么说来，说起来","連語"
"ねばねば","ねばねば","（手上等粘上黏东西后）黏糊糊","副①・自動3①・名⓪"
"本・基・素","元","本源，以前；（基）根本，根据；（素）材料","名"
"萎む","しぼむ","枯萎；瘪","自動1"
"下らない","くだらない","无聊的，没用的","連語"
"俄","にわか","突然；马上","ナ形"
"咳止め","せき止め","止咳，止咳药","名"
"割く","裂く","（裂）撕裂；（割）切开；（裂）分离，离间；（割）分出，腾出","他動1"
